Id,tweet,class
656.0,يزيين فيديوو بلي,
657.0,ي ذا واي انا ملت من السياسه وكمان الماتشات فاضل ايه كده نهري في,
658.0,ه بقي وحش يعن,
659.0,لي احبك كي تزيد وسامتي ف بغير حبك لا اكون و,
660.0, اللي يومها فرحته معاك بيع,
661.0,حب الندل زى الكلوت لا منه يستر ولا منه يد,
662.0,اضروس الحرية الزائدة مضرة ويجب تشديد الرقابة على الإنترنت مش ناقص كمان غير انه يطلب بمحاكم التفتيش بتاعه العصور الوس,
663.0,,
664.0,ا امتي نسيتك ولا عشان انا مش بتكل,
665.0,ار قريش دول كانو ود وسخه جاحدين اووى بقى النبى يعرض عليكم تدخلو اسم وتدخلو الجنه وترفضوا كانو هيخسروا ايه يعنى مش احسن من اصن,
666.0,فيديو شريف مدكور هعرض ثواني من أغنية الكريسماس عشان الباقي عي,
667.0,له انا بغير جدا على أختي مش عارف ل,
668.0,يوة مش ده اللى قناة الشرق جابته ده عندى فى الاصدقاء على الفيس واعر,
669.0,لخوف اللى يخليك مش عارف تفرح دا من اسخف الحاجات ف ال,
670.0,غروطة لرنا سماحة عقب فوز شاهين بلقب ستار أكاديمي زغروطة لرنا سماح,
671.0,عون آبو الآحت,
672.0,ية على الفيس بوك ياكابتن وانت حاليا بتلعب فى نادى ا,
673.0,رف على لهاتفك الذكي وقم بتنزيله اليوم م,
674.0,نا عيز اتعرف علي,
675.0,ن ملوش جيوب يتحط فيها الفل,
676.0,متحانى بكره بس ك,
677.0,ل عام وحبك الأجمل يا مضوي شمعة سنيني كل عام وأنت الأول في حياتي وقلبي و,
678.0,ل بيض احا نيك يا نادى معرض مل,
679.0,وقع تعليمي للاطفا,
680.0,يوم ما حبها حبها من ضحكته,
681.0,وم كلنا ح,
682.0,هي خلصت الحكاية بالخير افت,
683.0,ستيلو المنتزه بقا خره ن,
684.0,هم شئ الطاع,
685.0,وه بقى يا مينوو وحشت,
686.0,رى جون الاول جول واحمد الله لانها لم يحتسب كاد انا يغير الناتيجه احا نعملكوا ايه تانى يا ولاد المره عوزين حكم من الصين حكم ,
687.0,زاي اسم,
,ن الذين يعيشون على الأرض ليسوا ملائكة بل بشر قد يصيبوا وقد يخطئوا فلا يجوز أن أحكم على شخص من موقف واحد تعاملت معه ف,pos
,ل سنة وانتم طيبي,pos
,انتهى مشوار الخ,neg
, عارف ابتدى مذاكره م,neg
,ختصروا الطريق بدلا من إختيار المنصف ثم الانقلاب عليه يبدو أن الدولة العميقة ضاربة بجذورها فى دول العالم النامى ك,neg
, خانت المرأة فهي تبحث عن الإهتمام و إذ خان الرجل فهو يبحث عن عاه,neg
, حبيبتي البعد ناار قلبي داب من الانتظا,pos
, سامحك الله من علمك أن تكون خي,neg
, مالها قفلت من كل حتة كده ليي,neg
,س اللى حضرت حفلات البرلمان القديم ياريت ما يحضروش الحفلة اللى جاية وخاصة ان مفيهاش رقص المرة د,neg
,بنا يحميك انتا وزكرياا بس تعالا هنا مش تباركل,pos
,ما نظم العدالة الإجتماعية فتبعث على الإطمئنان والفضيلة يعني كل المشاكل الموجودة الان لم تكن موجودة أيام ,pos
,ه الدنيا كتاب أنت فيه الفكر ده كلام أغنية رومانسية م كلثوم و ده دليل علی إننا دلوقتي عايشين في بلاعة مجاري فكرية كبيرة و ال,neg
,تشجيني معانيها و ارددها و اغنيها و أنا سهران و يجي النوم يناديني الاقي الشوق يصحيني على الح,pos
,كرا يادكت,pos
,نلأبوأم الجنتله يا ع,neg
,ناا محدش يعلة عليناابس كدة وصلتشكر,neg
,لا يا عفيفي انت ديما بتنسينا الهم والقرف بفيديو يجيب من الاخ,pos
,ا ده اسمه علي اسم الغالي اسمه احم,pos
,ا ايه رايك اقوله ايه بقا انا بقول مودي حل,pos
,ا بن الصرمة دا لسه فى الفيلدز بس وحاجه بلاعات خا,neg
,انا هفضل ابني سفينتي حتي و لو شربتو الب,pos
,ية يعني تروح متجيش وايه يعني هواها مفي,neg
,سي كده في فلورز كتيي,pos
,ت اخويا الكبير و اخويا فالدم ياع,pos
,ن أموت لا تحزنوا فإنه مجرد وقت وتنسوني كما نسيتوني وانا ,neg
,دما يتذكر المؤمن أن الأمر كله لله وأن حياته تجري عليها أقدار الله واختياره له فحتما سيطمئن قل,pos
,ام اللى مرتضى منصور ماشى به ده انه يمشى مدرب بعد كل ماتش هيخسره هيودينا فى داهيه وفى الاخر هينافس الاهلى عل المركز السا,neg
,عاء السباعي دودو و,pos
,نا نهي سنفورة القهوة ادير,neu
,,pos
,ني ولا سوني افضل بلاش فت,neu
,هم حاجة البورتلاندى أصل لمؤغذة العمود من دول لازم يبقى متيي,pos
,تى اخر نقطه ندم جوايا من ناحيت,neg
,ا تعتبر حد عايش انه مات دى بتبقى اصعي من مو,neg
,ين عايز يسمع رايديو ر,neu
,س الحق يتقال مسلسل فشيخ بصراح,pos
,ه ماشي خ,pos
,قدنا فيك الأمل مفيش منك رجا رمينا طوبتك من ز,neg
,اامد مالوش ,pos
,ل الحسن البصري رحمه الله أين تجد الراحة فقال سجدة بعد غفلة وتوبة بعد ذ,neu
,مت أحلام و عشت أيام و غنيت الهوى أنغ,pos
,له ليله عمر,pos
,ه يخرب بيتك يامر,neg
,حضرتك بألف صحة وخير وكل أيامك فر,pos
,يتثبت بل,neg
,تدى انام بدرى بقى واقوم بدرى عشان اذاكر والحوارات دى خرة مش بتيجي معايا سك,neg
,ا باجى على الوقت ده و ببقى عاملة كدة سورى آم نوت سو,neg
,كيد طبعا شرف ليكم يا خدم الزو,neg
,كن الرجوله صعبه عليك بس مو ضروري تصير نثي,neg
, اجمل ايام حياتي بجد علي حبي,pos
,اطب الشيب وافاني على صغر عجلت أم عادني همي على عجل هذا البياض الذي في مفرقي لغة قرأت فيها فصول اليأس والأ,neg
,ش حوار هسقط,neg
,ت اعلم يا الل,pos
, يطنش يطنش بكرة يتط,neg
,نا عرفت في ديمسبر ياسوكا وهنهي معاك في ديسمب,neg
,ل سنه وانت طيب ياصاحبي وعقبال سنه ويارب سنه سعيده عليك وتحقق فيها كل احلام,pos
,نا ليه اصحي الساعه الصبح عشان انزل درس ليه ه,neg
,,pos
,د لله على العلامات السريعة القاطعة الشاف,pos
, ايه المشكله و احنا بلد فشل فيها زويل ونجحت فيها صاف,neg
,بك ملكك متشغلوش باى ح,pos
,تيار قصة سيدى الحارث تربيزة خبط بالعقل أغنيةكام واحد لزاب يخت عالقهوة افضل ضيف زاب ثروت اشهر زبون لكلو,pos
,ا إله إلا الله العظيم الحليم لا إله إلا الله رب العرش العظيم لا إله إلا الله رب السماوات ورب الأرض ورب العرش الكر,neu
,عاكي حق بس كمدافع بيقطع كرات كو,pos
, مش بيحبك هو حافظ كام كلمه و ماشي يقولها لأي بنت يقا,neg
,لحقيقة مبتزعل,pos
,مر سمره يحكي ان افضل قصه الزئبق الاحمر افضل اغنيه ناس تشبهلنا اشهر زبون لكلوك القهوه افضل حمله خروف,pos
, كب,pos
,مال بودي جارد القهوه الزئبق الاحمر ناس تشبهلنا التبرع بال,neu
,كت من برا بس راديو من,neg
,لانتخابات اولاالدستوراولاالنتيجة واح,neg
,يت بحس ان الايموشن دا قليل الادب او بيدي ايحائات بكد,neg
,لي مبارك ابن ميتين الك,neg
,نتش اعرف اني بعرف احب بالكميات دي ف نفس الوقت والله الواحد بيكتشف قدرات مريبة ج,pos
,مد الوحيد اللي معندوش امتحان ونايم بد,neu
,اء بيجيب ورا ,neg
,ريبا كده هنام سل,neu
,نا ف حقوق اهو يا ميرف,neu
,ني السلام على من لست اهواه ولا يمل لساني عن ذكراه فان غاب عيني فالقلب مصدر,pos
,يلة وسخة بس بننج,neg
,ه عحبتني سطر الن,pos
,ا لما مش بلاقي حد اشتغلة بقعد اشتغل في نفسي و اضح,pos
, غر,neg
,كن اكون الوحيد المستفاد من عشان لسبب بسيط جربت فيها كل الحرمات و ريحت دماغي من كل حاجه كان عندي فضول,pos
,لص رح اسامحها لأنو حكت الحكي اللي كان نفسي احكيه وما كنت حابة افضح ابتسام بس الحمد لله الله كب,pos
,دة الناس اللي بيتكلموا عن الفضيلة مش بيمل,neg
,صفتك بنت وفاهمه البنات استفدت منك في معلومه كنت بتجاهلها نفسى يبقى ليا اخت زيك وتفهمني ولما احب واحده تقولي يا حمار اعملها ك,pos
, بتقشرو البرتقان ازااي ماسك برتقانه بقالي ساعه مش عارف اقشرها لما شرحته,neg
,نا مهما اقع راح اقوم ودى مسألة مب,pos
, فضلت مع الناس و العادات و التقاليد و الهبل ده حياتك هتنتهي قبل ما تبتد,neg
,يك ان تتعلم جيدا كيف تقفز على رأ,neu
,م لك وصباحك ع,pos
,ا اقدم عاصمه للح,neg
,,pos
,تتحاسبى على اى استخدام خارج فيس بوك و تويتر وواتس آب ب قرش للميجابايت الواحد,neu
,ى الحشيش بيقلب المواجع و بقى يطلب بن,neg
,ه خلص وانت بخير وبنحكي كمان ,pos
,تها بيوهب قلبي ح,pos
, بمتح,neu
,ارت حاسمه ع شخص لا يعتمد عليه مكنتش عايز تعزمه يا ظا,neg
,بعا دي كانت تبقى كارثة چ,neg
,لصحيه توفر نفقات الدواء والعلاج التى تعجز الحكومه عن تدبيرها لكل المصريين مقالى بالجمهوريه السب,neu
,عم يا ريس لكن الكثير من الناس سوف يستغل هذا اللفظ خطأ لاننا صرفنا ارباح هذه الاموال للعملاء طوال هذه الفت,neg
,يت ,pos
,لنملة أصغر وللا البرغوت التمر حنة القملة السمس,neu
,ه يوفقك وتوصل لاعلا مرحلة بالدنيبتستاهل كل الخير لانك وائل وبكفي انك وائللك بعشق,pos
,لحقيقه بدت مثل الخيال هو عدوي واذكا حبيب كل ماقفيت ناداني تعال لذه الحب في الشيء القل,pos
,لاسف ماعندي ع,neg
,ه كل دول عيالى ا,neu
,ت من نوم اغني شو اخبارك لنوال الزغبي مع ان مش وقتها بس حب,pos
,ا بالعكس الباثولوجي انا كنت بحبه,pos
,رد وقت الذروه ليتمكن اكبر عدد من المتابعين من مشاهدتها ماهو اربعه الفجر ماحد حو,neu
,رضو مش فاهم لول معلش مسطلة مع ,neu
,مام انا محتاجة النسخة الكاملة من اكتاب ضرو,neu
,دق اتل,neu
,لوا العرص هل تعلم نسبة البطالة في مصر قال المصريين كلهم أبطال اعم مش فاضى انا بحارب الارهاب المختمل تحيا ماس,neg
,ي و بسكويت للمره الرابعه علي التواز,neu
,نهمر ف البكااء مره اخر,neg
,ير داخليةالانقلاب بيقول نعيش عصرا ذهبيا لتكاتف القضاء مع الشرطة والجيش و الاعلام و الشعب مش هيتكاتف و الا هايتضرب على قفاة بس ياح,neg
,ش على مبدأ اللهم نفس,neg
,نزل دمعه علي حد لانك لو ليك قيمه عندو مش هيوصلك انك تع,neg
,له انا كتبها عشان كدة برافو عليك,pos
,اهاها يا عم ماشى دول ق,neu
,ا كنت متخلف وقذر لما كنت بسمع داا ايه الكلاام الى بيقولو دا وايه الطريقه الزفت دى مش عاارف كنت بسمعو ازا,neg
,بق و تم هذا الا,neu
,ية كلبة جد,neg
,مينة كنت عاوزة نمرتك دى ,neu
,راام الظلم التحكيمي الفاجر ,neg
,تمنى تكون الفنانة رنا سماحة من ضمن المرشحين بليز,pos
,ش عارف بصراحه انا مجرب,neu
, حد ميت يوحشك و تفضل تفتكر مواقف ليه معاك تضحك لحد ما تدم,neg
,,pos
,ل سنة وانت طيب طيب نؤجل التهنئة ليوم ابريل يوم مولدي ينف,pos
,ت عارف ليه بحبك ليه و حبك ليه بيحلالي علشان بتكون عاشق مجنون و حبك ليا مالي الكون و بتبقى بريء ساعات و جريء ولا قلبي عليك ب,pos
,تك تعيش بعدى الحي,pos
,عليك قبلنا يانجم النجوم ياعندليب الحب والاحس,pos
,اباشا انا تحت امرك بس انت قول جزر هاتلاقيني خلينا بعد يناير علشان الزح,pos
,يثوو شرف تويت,pos
, غير ما تتكلمي مدى العيون سل,pos
,تك ده ايه الله عليه ملايكة بيغنو,pos
,سبى الله ونعم الوكيل فيك سي,neg
,ا هذا الشعب مش بشاير فبرا,neu
,ا حاج فوزي مسا مسا و لا يهمك خودي الاكونت كله اص,pos
,ر ج,pos
,نا بحكي طرمس و كل جبل القصور بحكوا طرم,neu
,او زيكو وبيتى قمراات ربنا يحفظه,pos
,تح التلفزيون تطلع لك خميس الحديد,neg
,ما اشو,neu
,ين الناس ,neu
,ذا بتنحاز تماما لهم نحاز فيهن ع فلسطين وحرر بلدك يا بطل مش تكونو اعداء لدولة احتضنتكن لعشرات سنين واكلتو من خيرا,neg
,م اكتب لي ماهو خير لي وارضني ,pos
,ستر الله ماطلعتوش من بنغا,neu
,ي لنفسك حدود لا انت و غيرك يتعدوه,neu
,كونا متاتا ايام البرا,pos
,يش متابعه الشهر ده ولا الشهر اللى جاى و ياريت متتعولقش اكتر من ك,neg
,هة رنا سماحة اللي صوتها مش واو صفحتها معدية المليون و في الاحسن منها لليليا عدت الربع مليون بالعافية عمرها ما كانت بالا,neg
,ايه الى ميخلكيش تدخلى صيد,neu
, ملكه انا اشرف من الار,neu
,عيد لا دفاع ولا هجوم بس اوت تكملة عدد للفر,neg
, يحبك حقا لن يجرؤ على مرور الوقت بدونك س يحن س يشتاق س يتألم س يصنع المستحيل ليحادث,pos
,ا زهقت اوي و الله احيه كل ما اذاكر حاجه انسي التا,neg
,ش هتاخد تلت سا,neu
,ه حبيبي انا اقدر علي زعلك والله مق,pos
,اتار منار حلوه فعلا والايموشن بتاعها ده معبر او,pos
,نيا سيرك و مسرحيه و ناس كتير عينيها علي,neg
,شبك حلمك بحل,neu
,اتوولي رقم دعاء حاالا لازم تاخدوا نصيبكو,neu
,س الى روحنا تشبه روحه,pos
, لازم كل القريبين منك يعرفوا كل كبيرة وصغيرة عنك في حاجات لازم تحتفظ بيها لنفسك ,neu
,صعب عليا الناس الي عندي الي ف كليه الي مش فاهمين حاجه ف المزيكا وبيعدوا وبيعشوا حياتهم عشان يبقوا مدرسين موسيقي ف الا,neg
,عرف قيمة ب,pos
,نا هذا الشخص المتنيل على ع,neg
,ه يكثر من أمثا,pos
,ا حبيبتشي يا مرو,pos
,وبنا مش بنخبيهاغلاططنه و بنفتخر بيه مش مكسوفين ولاندمنين عيشت الحرام سايقين ,neg
,يد ه تقيله مع,neg
,وحرام عليك الحين وين اللآقي جبهتي بال,neg
, لا يعرف سن ولا ملة ولا زمن ولا ظروف الحب مساحة شاسعه خارج حدود المنط,pos
,ان هيجيب هدايا رخيصة للفقرا ويجامل بالهدايا الغالية اغ,neg
,جدعان المحاسبة دى بنت وسخة وال,neg
,ا فيلمى من اجل امر,neu
,فسى مره واحده اشوف الريتويت قد الفيفوريت نفسى ياارب يسمعوا الكلام شيرين يحي,neu
, المشاعر تنام وبالها خالي محد سواك انت ضحكها و بكاها لحالي ووقتي الحالي مهو حالي والذكريات الثقيلة كيف بنساه,pos
,توا ازاى قدرتوا تحدوا من النسل فى البلد المهم العميد دا رد عليه بيقوله احنا نقصنا بنسبه مليون نسمه فى خلاص سنوات ال,neg
,ا تحسبي أني على البعد نادم ولا القلب في نار الغرام معذب وقد قلت إني قد سلوت عن الهوى ومن كان مثلي لا يقول ويك,neg
,د هرمنا من اجل هذه اللحظه هنسقط يا موز,neg
,ذا الفاشل تخرج بنظام التحسين اخترا,neg
,لم بيك أنا بحلم بيك تارارا را ر,pos
,بعا,pos
,وت صرصور الحق,neu
,كلة مش بس في اني علق لا الموضوع تتطور وبقيت بوهم نفسي اني هانتفض وهاخلص مذاكرة قبل الامتحان وهانجح كمانكسم خيالي الواسع ي,neg
,بارح كنت بقول لو آفترقنا طول حياتي دي نهايتها وآنهارده بقيت بقول موش عايز حد قدامي يجيب سيرته,neg
,ت نفسك تبني دنياا طعم تااني و حاجة ,pos
, فعلا عايز تبدأ صفحة جديدة ف حياتك لازم تبطل تقرا في الصفحة القدي,neu
,اح الخير على كل الموجودين فيه حد ندردش معاه او م,pos
,يطمئن قلبك انك بين عيناي وداخل,pos
, اني اتوه اذا نظرت لعينيك رغما عن ثبا,pos
,ل واحد غنى اغنيه وهى ما غنتش اغنيتها بس طبعا كانت كيوت هى ومينا وشيرين بس الحقينى بالينك تاهه منى دعاء السبا,pos
,ار ان نجد هذا التدني المطلوب سرعة التحقيق ولوثبت ادانه يكون الف,neg
,ا مفيش حد صاحى غيرى انا ولا ا,neu
,لهم إغفر لنا ولجميع أمة المسلمين واشفي مرضانا ومرضى جميع المسلمين وانصر أهلنا في الشام وفلسطين والعراق واليمن وسائر بد المس,pos
,ومال لونها فاتح كده ليه السكر مفتحها ياعم حاطط معلقة سكر او اك,neu
,مه واحده يوم واحد تصرف واحد صدفه واحده ممكن تغيرك كتي,neu
,ده لما تحتاجها مش هتلاقيه,neg
, اغانى تانيه بس مش فاكرة حاجة غير دلوقت,neu
,د بكذب وبحكي بكره بصحى الصبح بكير بد,neg
,ا بت ميتين اللبوة ابعتيلى رقمك دى ,neg
, احبك بصدق ابعد عنك كل ما يجرح,pos
,لا تكونوا كالذين نسوا الله ف أنساهم انفسهم استغفر الله العظيم واتوب الي,neu
, شيء تحب أن تحصل عليه يجب عليك أن تدفع ثمنه والثمن هو دائما العمل الصبر الحب التضحية في سبيل تحقيق,neu
,س هتصحى وناس ه,neu
,لقصة مسليه ف,pos
,ا ديني ع الضييحك ,pos
,لاء الغطريفى يكتب عن التعذيب أتحد,neu
,س الكلام واص,pos
,ه معلش انا هخلكى تكلمى زى الحمار كده وزى الغله لى بتشجعهاا مش هرد عليكى عشان انتى محروق دمك يعنى ,neg
,رعه الي من تبوك ت,neu
,ا تتحقق أحلامك ماتنساش تدفع ديونك القدي,neu
,مي صاحية بتهيب اي,neg
,م أغننا بحلالك عن حرامك وبفضلك عمن سو,pos
,ايب كول مع ظاظا تلت ساعات ونص عشان نخلص سكشن تمانية وهنام وش الصب,neg
,بب تعبى لانه عشانك راضية بغلبى لانه معا,pos
,نيه تمريض بخميس مشيط ابي بديله لمنطقه تبو,neu
,عتين لله في هذا الوقت لعل ربي يستجب دع,pos
,ارب انا امنيةي حياتى ابقى والناس تتصور معايا فرحه من عن,pos
,ه ربي يسع,pos
,اريت بني زيد كلها تنباد حاج ت,neg
,يوه بقى يا سلام على الكل,pos
,لا بيفرق اي حد الكاميرات عليه بيتكلم ويقول ويعيد ويرجع يكدب والاعلام لمؤاخذه بيعرض علي,neg
,رتك شايف هتبقي ازاي ,neu
,فظوا على الصلوات والصلاة الوسطى وقوموا لله قانتين سورة البقر,neu
,حسن من البغله هى وامهاا لى مش عارفه تربيهاا كو,neg
,ه مسخره هه موتنى ض,pos
,سلملي يا شيري انتي الاحسن يا جميله وان شاء الله سنة سعيده علينا جميع,pos
,لتلي ريتويت اذا هي جميل,pos
,لحب الحب الشوق الش,pos
,اه عاوزين يتعالجوا و يتفسحوا من جيوب المواطنين اخص على ش,neg
,لطجية هه طب خدى بلطجية ف ايدك وعلى اقرب اسم شرطة وقدمى بلاغ يامعفنة ,neg
,يلم مسدسات شك,neu
,لرسول الاكرم محمد صلى الله عليه وسلم سؤل عن سبب صيام يوم الاثنين فقال يوم ولدت فيه فكان يعظم يوم ولادته بالصيام ل,neu
,حالوردلكلمو,pos
,بدا التصوف الحق هو العمل بطاعة الله مع العلم وهو الاسلام بعي,pos
,,neu
,باح الخير ممكن استفسار عن مشكلة با اتصال الانترنت ارجو اضافتي ل ارسال الاستفسار على الخاص ودمت,neu
,ا رب اعطنا من الخشية ما نبكي به على ذنوبنا ومن الثقة بك ما نواجه به صعاب الدنيا مبتسمي,pos
,,pos
,رجو ان نستمتع بمتابعت بعضن,pos
,نتى يابت حافظة مش فاهمة معندكيش غير الجرجير يابت خافى على نفسك احنا المصريين ب,neg
,حسن من الدعاره برده لمو بنتكم من ع الرجاله الاول و بعدين اتكلمو احنا اشرف ن,neg
,علا ماحدى بيسلم من الخنائة كل يوم ,neg
,ل هو الله أحد الله الصمد لم يلد ولم يولد ولم يكن له كفوا أح,neu
,ل سورة الإخلاص عن أبي سعيد الخدري أن النبي قال في قل هو الله أحد والذي نفسي بيده إنها لتعدل ثلث القرآنرواه البخا,neu
,من الصحابة من هو آثر الفقر الطاعة لله على ان يسال الناس الحاجة مع العلم والع,neu
,يبك منها ياسوما يالا نروح ننام وسيبيها تنبح زى الكل,neg
,ثير من الصحابة والتابعين كانوا متصوفبن اي زاهدين تاركن اهواء الدنيا للاخرة الباق,neu
, مش ساقعه الجو تلج انا مش حاسه بجسمي كله من كتر التل,neg
,نتى مال امك انتى لى المفروض تمشى انا لى عمله التاق ,neg
,بت بقى يا ربي يومين مش بنام بسبب حتة لوجو ده انت ولا منك رسمة ولا منك كتابة اصلا يا لوجو ي,neg
,اح المطرصباح الرضا بماقدارصباح ابلون الزهرصباح الفرح من الاخ,pos
,احكو بيض,pos
,ما فعل سيدنا عثمان ابن عفان لما جمع المصحف بين الدفتين وامر بكتابته كان اول من نقطه سيدنا ابن يعم,neu
,اذه مكافئه في الدنيا فكيف مكافئة الله بالآخ,pos
,س معد ليوم الحرب أما النصرة فمن ال,neu
,شق بكل ,pos
,ش ااستشهاد عريف شرطة وإصابة آخر إثر قيام مجهولين يستقلان دراجة بخارية باطلاق النار عليهما بميدان سفنكس بالمهندسي,neu
,تستحق النفس بعد كل مرحلة تقطعها من الحياة أن نعيد النظر فيما أصابها من غنم أو غر,neu
,باح الجمال رض,pos
,اح الورد جميعا مدينة الشيخ زاي,pos
,ريجاني بعد عودته من جولته الإقليمية هناك انسجام فكري واضح بين و و حيال القضايا المهمة في المنط,neu
,كلناا على الله يارب ,pos
,يضا يوجد مصلحة عامة لتنظيمكم في حال تحرير الطيار ستظهر مصلحة التنظيم في الايام القادمة لا تنسى تعاطف الشعب الاردني ,pos
, تعطي أحد أكثر من حق,neu
,باحك بيضحك بأذن ال,pos
,ح ل,pos
,ش الباكستاني يعلن مقتل مسلحا في غارات شنتها الطائرات الحربي,neu
,يا جميلة بمعانيها السامية جميلة بالقلوب الغاليه التي تبث فينا الأمل والتي تشعرنا دائما بالود والمحبةأسأل الله تكون أيامكم كلها سعا,pos
, البشر عند الموت وفي البرز,neu
,ف يكون للمستحيل معنى وانت تعلم ان اللة على كل س شى قد,pos
,كل اللى فى تويتر صباح الفل والعسل والياسمين للى صبحنا عليه واللى مصبحناش علي,pos
,يتو لو شفقان علينا ما اظنك يوم تسا,neg
,ل مفيش شغل سفر مفيش سفر حتي النوم مفيش نو,neg
,شان اخدك من على اول الشارع و نمشى شارع مؤمن دا مع ب,neu
,رع حلميه الز,neu
,با فلا ابلي ولكن عافيتك اوسع لي اللهم اعوز بنور وجهك الذي اشرقت به الظلمات وصلح علي امر الدنيا و الاخرة ما ان ينزل غبضك او يحل علي سخ,pos
,حك س,pos
,زكر كان عندي امتحان علوم تجريبي وكنت صف خامس ورايحة ومش دارسة ف بدا القصف ونص وسحبت حالي وشردت جراي ع الدار ينعنها من اي,neg
,قف حاجز ضهر البيدر و ر نيجيري بجرم ترويج عملة مزيف,neu
, بالجهل الفضل شلق يكتب علمت شيئا وغابت عنك أشياء ما نجهل أكبر بكثير مما نعر,neu
,جز العربي,neu
,ر م,pos
,س في إسلامنا ما نخجل منه وما نضطر للدفاع عنه وليس فيه ما نتدسس به للناس تدسسا أو ما نتلعثم في الجهر به على حقيق,pos
,ارب ويسعد,pos
,م وأحفظ أحبتي وغبنتي من كل سوء اللهم وأجرنا من مضلات الفتن ما أبق,pos
,صل بنا واقض أجمل الأوقات في تركيا فايبر واتسأب تانغ,neu
,د ياكل الحسنات كما تاكل النارالح,neu
,كن كلامك مع من حولك عنوانه دائما الإيجابية والتفاؤل وأساسه محبة الخير للغير صباح ال خ,pos
,اعم ملعون ابوة على ابوك انتة واجع دماغى اهلى لي على الصبح قوم يابنى شوفالك لع,neg
,م الوزيرالعلقمي وازمه الذين فتحواابواب بغدادللتتارالمغول هم احفاد ابي رغال رائدالعدروالخ,neg
,عدلى هالصباح على عيونكو الحل,pos
,ينا اتنين غراب عن ب,neg
, تظهر للمتحدث معرفتك بكل معلومة هو يتحدث عنها فالإنصات نصف الأ,neu
,باح الفل والعسل والياسمين بق,pos
, أعوذ برب الفلق من شر ماخلق ومن شر غاسق إذا وقب ومن شر النفاثات في العقد ومن شر حاسد إذا ح,neu
,انهاار ج,neg
,ي كل من شارع النيل بجانب برج الاتصالات والساحة الخضراء في الثلاث ايام ذاتها منظمة منتدى الشباب منظمة الوصول للرعاية الإنس,neu
,به الحياة ديوان جديد للشاعرة أميرة الأدهم عن دار ميري,neu
,ا ينضم لجماعة أخوان ألا من كان غبي أذكر أمامة السيسي محمد بن زايد عبد اللهوسينهار وينكشف ويظهر انتمائه للخ,neg
,م لا سهل الا ما جعلته سهلا الله يوفق كل طلاب التوجيهي وما يضيعلهم تعب دعواتكم لاخت,pos
,يت جميل ياريتني ضله عاشق الجمال والحسن ده كله ومن الشباك لارميلك حالي من كتر خوفي عليك ما ب,pos
,ض على عناصر إرهابية وتدمير بؤر ب في حملة أمنية ,neu
,حلى من احلى حاجة حصلت فى كل سنة وانتى معايا دايم,pos
,تابعة حركة المرور والأزدحام بشوارع وميادين القاهرة لصباح يوم ديسمب,neu
,لى ,pos
,ل أنا يوسف وهذا أخي قد من الله علينا إنه من يتق ويصبر فإن الله لا يضيع أجر المحسنين ذكر منة الله بالتقوى والصبر وعدل الله في الجز,pos
,لق أنا على مشانق الصباح وجبهتي بالموت محن,neg
,م لك الحمد كما ينبغي لجل وجهك ولعظيم سلطا,pos
,اح الخير علي اوسخ حكام في العالم ك,neg
,لك وحش اوى بس انته واشكالك مفيش عندكوا د,neg
,م اجعلني من التوابين واجعلني من المتط,pos
,حلا عملا,pos
,لفي و اخجلي بصوتك هديل الحمام وعلمي الليل ليھ الليل عاف السكو,pos
,ارع الجاردن,neu
,ص اللي درس درس واللي طبل طبل اهم اشي االصح,pos
,ني حزين و بيتنرفز و مداايق ياربي ع,neg
,ايهاالذين آمنوا اتقواالله ولتنظرنفس ماقدمت لغدواتقواالله إن الله خبيربماتع,pos
,يسمبر آخر موعد للتقدم لمسابقة أفضل كتب لعا,neu
,ايما منوره ال,pos
,نا هنشيل لا استثني ا,neg
,كت ليه دا انا بس بقول اسمها برت,pos
,رست دين سنين الحمد لله و بعرف كيف أتعامل مع,pos
,ر يعني لما اصحي علي اوكا و اورتيج,pos
,بنا يكرمك اصل ربنا رزقنا باحمد عنده اسبوعين افتكرتك شوفتى صور,pos
,زيتى الجنة ان شاء الله هبل,pos
,جرد انك لسه عايش دة دليل على انك لسه قادر تعمل حاجات كت,pos
,باح الخير قراء بوابة الشرو,pos
,رب نعوذ بك من علم لا ينفع ومن قلب لا يخشع ومن نفس لا تش,pos
,سعاده ليست حظا ولا بختا إنما هي قدره من داخل نف,pos
, وهم يتجدد وعصابات سامة تنخر غى عظام مجتمع عتيق ما ااسواما يحدث من نزيف الفتل اليومى قى شوارع القاهرةمن فنل جنود,neg
, عارف ليش اغلب البنات هون شايفات حالهن بلا ع ش,neg
,له إ أنت سبحانك اني كنت من الظالمي,pos
,و معدل تغير السرعه بالنسبه للمسافه ويقاس بالثانيه او الدقيقه او السا,neu
, من حقك تعرف يا حبيب,neg
,لسعوديون بدأوا في فقدان أتزانهم العصبي مع فشل مخططهم في إسقاط الاقتصاد الروسي والإيراني طوال الأشهر الأربعة الماض,neg
,ا ولا دحيح ولا نيلة بس في مستقبل بيضيع والامتحان بعد بك,neg
,ارك الله فيك وجزاك خير,pos
,يبتنا الان هي الانا و تعظيم الذات مع ان لو فكرنا شويه هنلاقي ان احنا ولا حاج,neg
,اح بغاشا ياباشا ع كل واحد مستن,pos
,لم اخرجته انجولينا جولي يتصدر شباك التذاك,neu
